,Flow,Flow,Flow,Flow,Flow,Flow,Flow,Flow,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow
2013-03-05,0.55,0.056,3.838,0.453,0.218,0.106,4.557,3.344,0.194,0.005,3.302,1.583,0.708,1.129,4.895,0.0,0.744,0.061,7.14,2.036,0.926,1.234,9.452,3.344
2013-03-06,0.526,0.024,3.589,0.388,0.206,0.111,4.176,3.311,0.192,0.005,3.218,1.579,0.707,1.125,4.805,0.0,0.718,0.029,6.807,1.966,0.912,1.236,8.981,3.311
2013-03-07,0.579,0.033,3.537,0.375,0.205,0.099,4.097,3.293,0.19,0.005,3.137,1.574,0.705,1.12,4.72,0.0,0.769,0.038,6.674,1.949,0.911,1.219,8.817,3.293
2013-03-08,0.503,0.028,3.464,0.357,0.201,0.093,3.988,3.229,0.189,0.004,3.061,1.569,0.704,1.114,4.638,0.0,0.692,0.033,6.525,1.926,0.905,1.207,8.626,3.229
2013-03-09,0.548,0.037,3.478,0.361,0.197,0.108,4.009,3.251,0.187,0.004,2.99,1.564,0.702,1.107,4.562,0.0,0.736,0.041,6.468,1.925,0.899,1.216,8.571,3.251
2013-03-10,0.535,0.068,3.673,0.409,0.2,0.11,4.304,3.208,0.186,0.004,2.926,1.558,0.699,1.1,4.492,0.0,0.721,0.073,6.599,1.968,0.9,1.21,8.796,3.208
2013-03-11,0.548,0.09,3.699,0.416,0.198,0.123,4.344,3.179,0.185,0.004,2.867,1.553,0.697,1.092,4.427,0.0,0.732,0.094,6.566,1.969,0.895,1.215,8.771,3.179
2013-03-12,0.557,0.08,3.727,0.423,0.196,0.119,4.386,3.168,0.184,0.004,2.816,1.546,0.694,1.082,4.369,0.0,0.741,0.084,6.543,1.97,0.89,1.202,8.755,3.168
2013-03-13,0.487,0.117,3.577,0.385,0.195,0.1,4.158,3.12,0.183,0.004,2.772,1.54,0.69,1.072,4.318,0.0,0.67,0.121,6.349,1.924,0.885,1.172,8.476,3.12
2013-03-14,0.43,0.113,3.35,0.33,0.189,0.098,3.818,3.056,0.182,0.004,2.736,1.532,0.686,1.061,4.275,0.0,0.612,0.117,6.086,1.863,0.875,1.158,8.093,3.056
2013-03-15,0.385,0.094,3.156,0.287,0.178,0.091,3.532,3.03,0.181,0.003,2.709,1.524,0.681,1.048,4.24,0.0,0.566,0.098,5.865,1.812,0.859,1.139,7.772,3.03
2013-03-16,0.362,0.103,3.164,0.289,0.173,0.117,3.544,3.053,0.18,0.003,2.686,1.516,0.676,1.033,4.208,0.0,0.542,0.107,5.85,1.805,0.85,1.15,7.752,3.053
2013-03-17,0.429,0.161,3.726,0.423,0.176,0.061,4.385,3.265,0.18,0.003,2.661,1.508,0.671,1.016,4.175,0.0,0.608,0.164,6.387,1.931,0.847,1.077,8.56,3.265
2013-03-18,2.022,0.449,6.868,1.758,0.43,0.026,9.719,5.03,0.179,0.003,2.635,1.499,0.665,0.996,4.14,0.0,2.201,0.452,9.503,3.256,1.095,1.022,13.859,5.03
2013-03-19,3.695,0.225,19.939,21.023,0.559,0.096,38.913,4.467,0.178,0.003,2.608,1.49,0.66,0.974,4.104,0.0,3.873,0.228,22.547,22.513,1.219,1.071,43.017,4.467
2013-03-20,1.493,0.149,14.421,9.886,0.345,0.121,25.523,3.714,0.177,0.003,2.58,1.48,0.654,0.95,4.067,0.0,1.67,0.152,17.001,11.367,0.998,1.071,29.59,3.714
2013-03-21,0.863,0.096,12.964,7.715,0.25,0.12,22.219,3.443,0.177,0.003,2.552,1.471,0.648,0.925,4.028,0.0,1.04,0.099,15.515,9.186,0.898,1.045,26.247,3.443
2013-03-22,0.627,0.078,12.164,6.653,0.216,0.12,20.453,3.314,0.176,0.003,2.523,1.461,0.642,0.897,3.99,0.0,0.802,0.081,14.687,8.114,0.858,1.017,24.443,3.314
2013-03-23,0.511,0.075,8.162,2.627,0.201,0.131,12.167,3.225,0.175,0.003,2.493,1.451,0.636,0.868,3.951,0.0,0.685,0.077,10.655,4.078,0.837,0.999,16.118,3.225
2013-03-24,0.427,0.074,6.869,1.759,0.194,0.134,9.722,3.174,0.174,0.002,2.464,1.442,0.63,0.838,3.912,0.0,0.601,0.076,9.334,3.2,0.823,0.973,13.634,3.174
2013-03-25,0.367,0.068,7.051,1.869,0.197,0.131,10.057,3.133,0.173,0.002,2.435,1.432,0.624,0.808,3.873,0.0,0.54,0.071,9.485,3.3,0.821,0.939,13.93,3.133
2013-03-26,0.313,0.051,4.233,0.57,0.202,0.146,5.177,3.115,0.172,0.002,2.406,1.422,0.618,0.776,3.834,0.0,0.485,0.053,6.639,1.991,0.82,0.921,9.011,3.115
2013-03-27,0.291,0.056,3.872,0.463,0.191,0.159,4.61,3.049,0.171,0.002,2.378,1.412,0.612,0.744,3.796,0.0,0.462,0.059,6.25,1.875,0.802,0.902,8.406,3.049
2013-03-28,0.255,0.043,3.745,0.428,0.182,0.164,4.414,3.029,0.17,0.002,2.35,1.402,0.606,0.711,3.758,0.0,0.426,0.045,6.095,1.83,0.788,0.875,8.172,3.029
2013-03-29,0.233,0.048,3.549,0.378,0.177,0.181,4.116,2.983,0.169,0.002,2.323,1.392,0.6,0.678,3.722,0.0,0.403,0.05,5.873,1.77,0.777,0.859,7.838,2.983
2013-03-30,0.222,0.043,3.411,0.344,0.176,0.169,3.908,2.964,0.169,0.002,2.298,1.383,0.594,0.645,3.687,0.0,0.391,0.045,5.708,1.727,0.77,0.815,7.595,2.964
2013-03-31,0.181,0.044,3.433,0.35,0.187,0.176,3.941,3.107,0.168,0.002,2.274,1.373,0.588,0.613,3.654,0.0,0.349,0.045,5.706,1.723,0.775,0.789,7.595,3.107
2013-04-01,0.08,0.05,3.691,0.414,0.216,0.165,4.331,3.161,0.167,0.002,2.251,1.364,0.583,0.581,3.622,0.0,0.247,0.052,5.942,1.778,0.798,0.746,7.953,3.161
2013-04-02,0.077,0.05,4.02,0.505,0.193,0.183,4.841,2.98,0.166,0.002,2.23,1.355,0.577,0.55,3.592,0.0,0.243,0.052,6.251,1.86,0.77,0.733,8.433,2.98
2013-04-03,0.106,0.054,3.825,0.45,0.187,0.161,4.537,2.999,0.165,0.001,2.211,1.346,0.572,0.52,3.565,0.0,0.271,0.055,6.036,1.796,0.759,0.68,8.102,2.999
2013-04-04,0.258,0.081,4.379,0.617,0.19,0.134,5.411,2.982,0.164,0.001,2.195,1.338,0.567,0.491,3.539,0.0,0.422,0.083,6.574,1.954,0.758,0.624,8.95,2.982
2013-04-05,0.258,0.086,4.953,0.821,0.188,0.225,6.351,3.208,0.164,0.001,2.18,1.33,0.563,0.463,3.517,0.0,0.421,0.088,7.133,2.151,0.75,0.688,9.868,3.208
2013-04-06,0.303,0.08,6.985,1.829,0.181,0.245,9.936,3.156,0.163,0.001,2.168,1.322,0.558,0.436,3.498,0.0,0.466,0.081,9.154,3.15,0.739,0.682,13.434,3.156
2013-04-07,0.204,0.076,4.948,0.819,0.172,0.19,6.343,3.002,0.162,0.001,2.159,1.315,0.554,0.412,3.481,0.0,0.366,0.077,7.107,2.134,0.726,0.602,9.824,3.002
2013-04-08,0.164,0.075,4.087,0.525,0.167,0.169,4.946,2.943,0.161,0.001,2.153,1.308,0.551,0.389,3.468,0.0,0.325,0.076,6.24,1.833,0.718,0.558,8.414,2.943
2013-04-09,0.169,0.072,3.99,0.496,0.171,0.179,4.793,3.255,0.161,0.001,2.15,1.301,0.547,0.369,3.459,0.0,0.33,0.073,6.14,1.797,0.718,0.548,8.252,3.255
2013-04-10,0.159,0.158,5.06,0.863,0.168,0.232,6.53,3.136,0.16,0.001,2.151,1.295,0.544,0.351,3.454,0.0,0.32,0.159,7.211,2.158,0.713,0.583,9.984,3.136
2013-04-11,0.14,0.323,4.51,0.66,0.162,0.194,5.622,3.021,0.16,0.001,2.155,1.29,0.542,0.336,3.452,0.0,0.3,0.324,6.665,1.95,0.704,0.53,9.074,3.021
2013-04-12,0.133,0.379,3.856,0.458,0.162,0.182,4.585,2.971,0.159,0.001,2.162,1.285,0.54,0.323,3.455,0.0,0.292,0.38,6.018,1.743,0.701,0.505,8.04,2.971
2013-04-13,0.122,0.367,3.72,0.422,0.162,0.18,4.376,2.957,0.159,0.001,2.174,1.281,0.538,0.313,3.463,0.0,0.281,0.368,5.894,1.702,0.7,0.494,7.839,2.957
2013-04-14,0.115,0.362,3.792,0.441,0.159,0.175,4.486,2.92,0.159,0.001,2.19,1.277,0.537,0.307,3.475,0.0,0.273,0.363,5.982,1.718,0.696,0.482,7.961,2.92
2013-04-15,0.108,0.374,3.874,0.463,0.156,0.173,4.613,2.894,0.158,0.001,2.21,1.274,0.536,0.304,3.492,0.0,0.266,0.375,6.084,1.738,0.692,0.477,8.105,2.894
2013-04-16,0.103,0.363,3.865,0.461,0.16,0.17,4.599,2.934,0.159,0.001,2.236,1.271,0.535,0.303,3.515,0.0,0.262,0.364,6.101,1.732,0.695,0.473,8.114,2.934
2013-04-17,0.114,0.39,4.254,0.576,0.184,0.127,5.211,3.404,0.161,0.001,2.268,1.267,0.534,0.302,3.542,0.0,0.275,0.391,6.522,1.843,0.719,0.429,8.753,3.404
2013-04-18,0.104,0.354,4.4,0.623,0.178,0.123,5.444,3.303,0.165,0.001,2.306,1.262,0.533,0.301,3.575,0.0,0.269,0.355,6.705,1.885,0.711,0.424,9.019,3.303
2013-04-19,0.109,0.335,4.529,0.667,0.18,0.085,5.653,3.226,0.17,0.001,2.348,1.256,0.53,0.299,3.612,0.0,0.279,0.336,6.877,1.923,0.71,0.384,9.265,3.226
2013-04-20,7.057,0.298,14.753,10.426,0.513,0.042,26.292,9.628,0.177,0.001,2.396,1.249,0.528,0.298,3.652,0.0,7.234,0.299,17.149,11.675,1.041,0.34,29.944,9.628
2013-04-21,275.816,0.254,34.799,76.879,0.703,1.06,80.331,11.136,0.185,0.001,2.447,1.242,0.525,0.297,3.696,0.0,276.001,0.255,37.246,78.12,1.228,1.357,84.027,11.136
2013-04-22,107.986,0.094,21.472,24.981,0.548,0.921,42.852,8.771,0.193,0.001,2.503,1.233,0.522,0.296,3.743,0.0,108.18,0.095,23.975,26.214,1.07,1.216,46.595,8.771
2013-04-23,34.576,0.083,13.982,9.201,0.499,0.607,24.518,6.94,0.203,0.001,2.561,1.225,0.519,0.294,3.793,0.0,34.78,0.084,16.543,10.425,1.017,0.901,28.311,6.94
2013-04-24,15.583,0.079,10.325,4.542,0.376,0.398,16.524,5.608,0.214,0.001,2.622,1.215,0.515,0.293,3.845,0.0,15.796,0.08,12.948,5.757,0.891,0.691,20.369,5.608
2013-04-25,8.757,0.073,8.505,2.891,0.296,0.275,12.837,4.972,0.225,0.001,2.686,1.205,0.511,0.292,3.898,0.0,8.982,0.075,11.191,4.097,0.807,0.566,16.735,4.972
2013-04-26,5.805,0.066,7.515,2.168,0.255,0.207,10.927,4.518,0.237,0.002,2.751,1.195,0.507,0.29,3.953,0.0,6.042,0.068,10.266,3.363,0.762,0.498,14.88,4.518
2013-04-27,4.382,0.065,7.099,1.898,0.293,0.2,10.146,4.351,0.249,0.002,2.817,1.185,0.502,0.289,4.008,0.0,4.632,0.066,9.916,3.083,0.795,0.489,14.154,4.351
2013-04-28,3.407,0.062,6.837,1.74,0.237,0.185,9.663,4.002,0.262,0.002,2.884,1.174,0.498,0.288,4.064,0.0,3.669,0.064,9.722,2.913,0.735,0.473,13.727,4.002
2013-04-29,2.96,0.06,7.168,1.942,0.235,0.18,10.275,3.863,0.275,0.002,2.952,1.163,0.493,0.287,4.121,0.0,3.235,0.062,10.12,3.104,0.728,0.466,14.396,3.863
2013-04-30,2.85,0.115,7.252,1.995,0.281,0.162,10.433,3.801,0.288,0.002,3.019,1.152,0.489,0.285,4.176,0.0,3.138,0.117,10.271,3.147,0.77,0.447,14.609,3.801
2013-05-01,2.564,0.088,7.665,2.27,0.236,0.243,11.213,3.678,0.301,0.002,3.085,1.14,0.484,0.284,4.23,0.0,2.866,0.09,10.75,3.41,0.72,0.527,15.443,3.678
2013-05-02,2.461,0.074,6.968,1.818,0.24,0.186,9.903,3.877,0.314,0.002,3.15,1.128,0.479,0.283,4.284,0.0,2.776,0.076,10.118,2.946,0.719,0.469,14.187,3.877
2013-05-03,2.381,0.073,7.778,2.348,0.418,0.337,11.428,4.544,0.327,0.002,3.213,1.117,0.474,0.282,4.336,0.0,2.708,0.075,10.991,3.466,0.892,0.618,15.764,4.544
2013-05-04,2.378,0.069,7.78,2.35,0.306,0.293,11.431,4.033,0.339,0.002,3.274,1.106,0.47,0.28,4.386,0.0,2.717,0.071,11.054,3.456,0.775,0.574,15.817,4.033
2013-05-05,3.238,0.065,7.667,2.271,0.804,0.103,11.216,9.433,0.351,0.002,3.333,1.095,0.465,0.279,4.433,0.0,3.59,0.067,11.0,3.366,1.269,0.382,15.649,9.433
2013-05-06,227.85,0.12,47.417,158.003,6.3,5.038,120.164,20.319,0.363,0.002,3.388,1.085,0.46,0.278,4.477,0.0,228.212,0.122,50.804,159.087,6.76,5.316,124.641,20.319
2013-05-07,94.028,0.119,28.876,49.791,1.757,2.208,63.012,9.517,0.373,0.003,3.439,1.074,0.456,0.277,4.518,0.0,94.401,0.121,32.315,50.866,2.213,2.485,67.53,9.517
2013-05-08,37.946,0.103,18.7,18.105,0.978,1.135,35.795,7.417,0.383,0.003,3.486,1.064,0.451,0.276,4.555,0.0,38.329,0.106,22.186,19.17,1.429,1.411,40.35,7.417
2013-05-09,22.559,0.102,14.301,9.696,0.75,0.776,25.247,6.692,0.392,0.003,3.528,1.055,0.447,0.275,4.588,0.0,22.951,0.105,17.829,10.751,1.197,1.051,29.835,6.692
2013-05-10,30.042,0.094,15.398,11.517,0.878,1.953,27.797,8.05,0.4,0.003,3.565,1.046,0.443,0.274,4.616,0.0,30.441,0.097,18.963,12.563,1.321,2.227,32.413,8.05
2013-05-11,25.761,0.089,14.194,9.528,0.694,1.366,25.002,7.12,0.406,0.003,3.597,1.038,0.44,0.273,4.639,0.0,26.167,0.092,17.791,10.566,1.134,1.639,29.641,7.12
2013-05-12,19.345,0.087,13.468,8.433,0.638,0.954,23.352,7.706,0.411,0.003,3.622,1.03,0.436,0.272,4.656,0.0,19.756,0.09,17.09,9.463,1.074,1.227,28.008,7.706
2013-05-13,15.201,0.086,13.62,8.656,0.595,0.796,23.695,7.85,0.415,0.003,3.64,1.023,0.433,0.272,4.668,0.0,15.616,0.089,17.261,9.679,1.029,1.067,28.363,7.85
2013-05-14,12.272,0.086,12.309,6.838,0.531,0.681,20.77,7.122,0.418,0.003,3.652,1.017,0.43,0.271,4.673,0.0,12.689,0.089,15.96,7.855,0.962,0.952,25.443,7.122
2013-05-15,9.954,0.085,10.772,5.012,0.48,0.561,17.459,6.388,0.418,0.003,3.655,1.012,0.428,0.27,4.671,0.0,10.372,0.088,14.427,6.024,0.908,0.832,22.13,6.388
2013-05-16,8.391,0.085,9.273,3.537,0.448,0.491,14.367,5.912,0.417,0.003,3.65,1.007,0.426,0.27,4.662,0.0,8.809,0.087,12.923,4.544,0.874,0.761,19.029,5.912
2013-05-17,7.304,0.084,8.369,2.785,0.433,0.413,12.57,5.851,0.415,0.003,3.635,1.004,0.424,0.269,4.644,0.0,7.719,0.087,12.004,3.789,0.856,0.682,17.214,5.851
2013-05-18,7.05,0.105,8.721,3.065,0.432,0.497,13.263,6.228,0.411,0.003,3.612,1.002,0.422,0.268,4.619,0.0,7.46,0.107,12.333,4.067,0.854,0.765,17.882,6.228
2013-05-19,26.377,0.201,10.589,4.816,0.588,0.366,17.074,7.356,0.405,0.003,3.582,1.001,0.42,0.268,4.587,0.0,26.783,0.204,14.17,5.817,1.008,0.633,21.661,7.356
2013-05-20,50.921,0.139,15.315,11.374,0.641,0.807,27.603,7.152,0.399,0.003,3.543,1.0,0.418,0.267,4.548,0.0,51.32,0.142,18.859,12.374,1.059,1.073,32.151,7.152
2013-05-21,36.396,0.116,11.926,6.354,0.521,0.433,19.934,6.279,0.391,0.003,3.499,1.001,0.417,0.266,4.504,0.0,36.787,0.118,15.425,7.354,0.938,0.699,24.438,6.279
2013-05-22,58.964,0.114,10.876,5.126,0.539,0.369,17.679,6.347,0.383,0.003,3.448,1.002,0.415,0.265,4.454,0.0,59.347,0.117,14.323,6.127,0.954,0.634,22.133,6.347
2013-05-23,80.013,0.111,15.203,11.18,0.838,0.47,27.339,10.564,0.373,0.003,3.391,1.003,0.413,0.264,4.4,0.0,80.386,0.114,18.594,12.183,1.252,0.734,31.739,10.564
2013-05-24,59.824,0.103,15.305,11.355,0.709,0.581,27.578,8.701,0.363,0.003,3.33,1.006,0.412,0.264,4.341,0.0,60.186,0.106,18.635,12.361,1.121,0.845,31.919,8.701
2013-05-25,36.326,0.1,12.64,7.273,0.592,0.53,21.499,7.515,0.352,0.003,3.265,1.008,0.41,0.263,4.279,0.0,36.677,0.103,15.905,8.282,1.002,0.793,25.778,7.515
2013-05-26,24.951,0.097,11.231,5.524,0.56,0.5,18.435,7.079,0.34,0.003,3.197,1.012,0.409,0.262,4.213,0.0,25.291,0.1,14.428,6.536,0.969,0.762,22.648,7.079
2013-05-27,18.024,0.095,10.688,4.922,0.566,0.542,17.282,6.762,0.328,0.002,3.125,1.015,0.408,0.261,4.146,0.0,18.352,0.097,13.813,5.937,0.974,0.803,21.428,6.762
2013-05-28,13.623,0.088,9.876,4.095,0.501,0.556,15.593,6.073,0.315,0.002,3.052,1.019,0.406,0.26,4.076,0.0,13.939,0.091,12.927,5.114,0.907,0.817,19.669,6.073
2013-05-29,10.559,0.091,8.792,3.124,0.443,0.468,13.404,5.439,0.303,0.002,2.976,1.023,0.405,0.259,4.005,0.0,10.862,0.094,11.768,4.147,0.848,0.727,17.409,5.439
2013-05-30,8.815,0.091,8.087,2.572,0.417,0.408,12.023,5.197,0.29,0.002,2.9,1.027,0.404,0.259,3.933,0.0,9.105,0.093,10.987,3.599,0.821,0.667,15.956,5.197
2013-05-31,7.683,0.09,7.474,2.14,0.401,0.384,10.85,5.022,0.277,0.002,2.823,1.032,0.403,0.258,3.861,0.0,7.96,0.093,10.297,3.172,0.803,0.641,14.711,5.022
2013-06-01,6.911,0.09,7.061,1.875,0.4,0.368,10.076,5.039,0.264,0.002,2.747,1.036,0.401,0.257,3.789,0.0,7.175,0.093,9.808,2.911,0.802,0.625,13.865,5.039
2013-06-02,6.286,0.09,6.935,1.798,0.447,0.369,9.842,5.263,0.251,0.002,2.672,1.041,0.4,0.256,3.718,0.0,6.537,0.092,9.606,2.838,0.847,0.625,13.56,5.263
2013-06-03,61.442,0.148,9.894,4.113,2.257,0.82,15.631,14.368,0.239,0.002,2.598,1.045,0.399,0.256,3.649,0.0,61.681,0.15,12.492,5.157,2.656,1.075,19.28,14.368
2013-06-04,162.473,0.145,31.731,62.016,6.535,3.357,71.24,23.167,0.227,0.002,2.526,1.049,0.398,0.255,3.581,0.0,162.7,0.147,34.257,63.065,6.933,3.612,74.821,23.167
2013-06-05,111.959,0.118,22.147,26.847,2.93,2.493,44.613,13.592,0.215,0.002,2.457,1.053,0.397,0.254,3.516,0.0,112.173,0.12,24.604,27.9,3.327,2.747,48.129,13.592
2013-06-06,49.689,0.108,16.703,13.92,1.796,1.688,30.903,10.418,0.204,0.002,2.392,1.056,0.396,0.253,3.454,0.0,49.893,0.11,19.095,14.976,2.191,1.941,34.357,10.418
2013-06-07,31.211,0.104,15.447,11.602,1.295,1.298,27.912,9.176,0.193,0.002,2.33,1.06,0.395,0.253,3.396,0.0,31.404,0.106,17.777,12.662,1.689,1.55,31.308,9.176
2013-06-08,22.715,0.104,13.948,9.148,1.106,1.076,24.439,8.44,0.184,0.002,2.274,1.062,0.393,0.252,3.342,0.0,22.898,0.106,16.221,10.21,1.5,1.329,27.781,8.44
2013-06-09,17.888,0.102,13.873,9.034,1.016,0.927,24.268,7.699,0.175,0.002,2.222,1.064,0.392,0.252,3.293,0.0,18.063,0.104,16.095,10.098,1.408,1.179,27.561,7.699
2013-06-10,14.646,0.101,13.645,8.693,0.893,0.837,23.752,7.181,0.168,0.002,2.177,1.066,0.391,0.251,3.25,0.0,14.814,0.103,15.822,9.759,1.284,1.089,27.002,7.181
2013-06-11,12.44,0.1,13.128,7.945,0.795,0.776,22.587,6.596,0.161,0.002,2.138,1.067,0.39,0.251,3.212,0.0,12.601,0.101,15.266,9.012,1.185,1.027,25.799,6.596
2013-06-12,10.801,0.098,12.366,6.913,0.724,0.731,20.896,6.27,0.156,0.002,2.107,1.067,0.389,0.251,3.181,0.0,10.957,0.1,14.473,7.98,1.112,0.982,24.077,6.27
2013-06-13,9.478,0.098,11.649,6.015,0.665,0.693,19.333,6.014,0.152,0.002,2.083,1.066,0.387,0.25,3.156,0.0,9.63,0.099,13.732,7.081,1.052,0.943,22.489,6.014
2013-06-14,8.401,0.098,11.258,5.556,0.613,0.67,18.493,5.798,0.149,0.002,2.068,1.065,0.386,0.25,3.14,0.0,8.55,0.1,13.326,6.621,0.999,0.92,21.633,5.798
2013-06-15,7.743,0.099,10.744,4.983,0.581,0.673,17.402,5.576,0.148,0.002,2.061,1.063,0.384,0.25,3.131,0.0,7.891,0.101,12.806,6.046,0.965,0.923,20.533,5.576
2013-06-16,88.851,0.302,15.73,12.105,1.808,1.157,28.581,10.921,0.148,0.002,2.067,1.059,0.383,0.25,3.132,0.0,88.999,0.304,17.797,13.163,2.191,1.407,31.713,10.921
2013-06-17,1601.069,0.824,56.937,241.923,16.611,8.738,152.475,40.276,0.148,0.002,2.084,1.053,0.382,0.25,3.144,0.0,1601.218,0.825,59.021,242.977,16.993,8.988,155.619,40.276
2013-06-18,655.822,0.268,56.088,233.606,10.963,9.225,149.522,33.362,0.148,0.002,2.112,1.046,0.38,0.249,3.166,0.0,655.971,0.27,58.2,234.652,11.343,9.474,152.688,33.362
2013-06-19,216.077,0.311,37.239,90.024,5.843,3.533,87.741,24.285,0.149,0.002,2.151,1.038,0.379,0.249,3.196,0.0,216.226,0.313,39.39,91.061,6.223,3.782,90.937,24.285
2013-06-20,358.253,1.647,33.35,69.632,4.37,8.17,76.006,18.154,0.15,0.002,2.199,1.028,0.378,0.248,3.235,0.0,358.403,1.649,35.549,70.661,4.748,8.419,79.241,18.154
2013-06-21,252.243,0.423,23.713,31.475,3.186,8.088,48.761,16.383,0.151,0.002,2.256,1.017,0.377,0.248,3.281,0.0,252.395,0.424,25.969,32.492,3.563,8.336,52.042,16.383
2013-06-22,161.469,0.978,17.09,14.681,2.66,7.331,31.837,13.153,0.152,0.002,2.321,1.005,0.375,0.247,3.334,0.0,161.621,0.98,19.411,15.687,3.036,7.578,35.171,13.153
2013-06-23,109.016,0.428,8.73,3.073,2.109,6.287,13.282,11.326,0.154,0.002,2.393,0.993,0.374,0.247,3.393,0.0,109.17,0.43,11.123,4.066,2.483,6.534,16.675,11.326
2013-06-24,91.872,0.228,12.159,6.646,1.832,3.835,20.441,10.228,0.155,0.002,2.471,0.979,0.373,0.246,3.457,0.0,92.027,0.23,14.63,7.625,2.205,4.081,23.898,10.228
2013-06-25,87.425,0.176,13.423,8.366,1.548,2.702,23.249,9.463,0.157,0.002,2.554,0.965,0.372,0.246,3.526,0.0,87.582,0.178,15.977,9.331,1.92,2.948,26.775,9.463
2013-06-26,75.255,0.149,13.819,8.952,1.415,2.027,24.145,8.906,0.159,0.002,2.641,0.95,0.371,0.245,3.598,0.0,75.414,0.151,16.46,9.902,1.786,2.272,27.743,8.906
2013-06-27,74.532,0.133,12.192,6.688,1.307,1.653,20.513,8.609,0.161,0.002,2.732,0.934,0.37,0.244,3.674,0.0,74.692,0.135,14.924,7.622,1.677,1.898,24.187,8.609
2013-06-28,63.208,0.132,11.935,6.364,1.273,1.406,19.952,8.33,0.163,0.002,2.826,0.919,0.369,0.244,3.752,0.0,63.371,0.134,14.761,7.283,1.642,1.65,23.704,8.33
2013-06-29,54.284,0.121,11.145,5.426,1.11,1.297,18.25,7.965,0.165,0.002,2.921,0.903,0.368,0.243,3.831,0.0,54.449,0.123,14.066,6.329,1.478,1.54,22.081,7.965
2013-06-30,46.292,0.115,11.483,5.817,1.151,1.211,18.975,7.908,0.167,0.002,3.018,0.887,0.367,0.242,3.912,0.0,46.459,0.117,14.501,6.704,1.518,1.453,22.887,7.908
2013-07-01,52.419,0.11,12.705,7.361,1.993,3.435,21.643,9.487,0.169,0.002,3.114,0.871,0.366,0.241,3.992,0.0,52.588,0.112,15.818,8.232,2.359,3.677,25.635,9.487
2013-07-02,107.312,0.106,22.263,27.176,11.621,2.08,44.918,24.484,0.17,0.002,3.209,0.856,0.365,0.241,4.072,0.0,107.483,0.109,25.473,28.032,11.986,2.321,48.99,24.484
2013-07-03,229.123,0.103,31.21,59.67,18.065,1.257,69.721,38.068,0.172,0.002,3.303,0.84,0.363,0.24,4.15,0.0,229.296,0.105,34.513,60.51,18.429,1.497,73.871,38.068
2013-07-04,143.068,0.1,41.038,112.868,14.366,1.658,99.565,29.747,0.174,0.002,3.394,0.825,0.362,0.24,4.227,0.0,143.242,0.102,44.432,113.694,14.728,1.897,103.792,29.747
2013-07-05,76.834,0.098,34.374,74.713,7.428,1.451,79.058,20.56,0.176,0.002,3.482,0.811,0.361,0.239,4.3,0.0,77.01,0.1,37.856,75.524,7.79,1.69,83.358,20.56
2013-07-06,119.749,0.096,44.148,133.796,20.994,1.877,109.497,40.698,0.178,0.002,3.566,0.797,0.36,0.239,4.37,0.0,119.927,0.098,47.714,134.594,21.354,2.116,113.867,40.698
2013-07-07,79.779,0.094,35.451,80.279,16.326,2.073,82.298,31.64,0.179,0.002,3.644,0.784,0.359,0.238,4.435,0.0,79.958,0.096,39.096,81.063,16.685,2.311,86.733,31.64
2013-07-08,51.225,0.09,22.755,28.595,9.725,1.759,46.214,21.921,0.181,0.002,3.717,0.772,0.358,0.238,4.496,0.0,51.406,0.093,26.472,29.367,10.084,1.997,50.71,21.921
2013-07-09,37.925,0.09,19.167,19.177,6.473,1.626,36.964,16.729,0.182,0.002,3.782,0.761,0.357,0.238,4.55,0.0,38.107,0.092,22.949,19.938,6.83,1.863,41.514,16.729
2013-07-10,30.929,0.088,20.409,22.195,5.122,1.948,40.111,13.804,0.183,0.002,3.84,0.752,0.356,0.237,4.598,0.0,31.112,0.09,24.249,22.946,5.478,2.185,44.709,13.804
2013-07-11,24.767,0.088,22.575,28.069,3.82,1.712,45.737,11.687,0.184,0.002,3.889,0.743,0.355,0.237,4.639,0.0,24.951,0.091,26.464,28.812,4.175,1.949,50.376,11.687
2013-07-12,20.984,0.09,15.971,12.54,3.137,1.462,29.151,10.306,0.185,0.002,3.929,0.736,0.354,0.237,4.672,0.0,21.169,0.092,19.9,13.276,3.491,1.699,33.823,10.306
2013-07-13,18.848,0.089,16.138,12.847,2.754,1.329,29.548,9.46,0.186,0.002,3.958,0.731,0.353,0.237,4.696,0.0,19.034,0.091,20.096,13.578,3.107,1.566,34.244,9.46
2013-07-14,19.522,0.089,16.992,14.487,2.469,1.884,31.6,9.393,0.186,0.002,3.977,0.727,0.352,0.237,4.71,0.0,19.708,0.091,20.969,15.213,2.821,2.121,36.31,9.393
2013-07-15,17.886,0.087,16.706,13.926,2.195,1.919,30.91,8.688,0.186,0.002,3.983,0.725,0.351,0.238,4.714,0.0,18.072,0.09,20.689,14.65,2.546,2.157,35.624,8.688
2013-07-16,15.024,0.088,16.164,12.895,1.9,1.647,29.61,8.067,0.186,0.002,3.978,0.723,0.35,0.238,4.708,0.0,15.21,0.09,20.142,13.618,2.25,1.885,34.318,8.067
